date,weekday,Speed inner1,Speed inner2,Speed inner3,Speed inner4,Speed inner5,Speed inner6,Speed inner7,Speed inner8,Speed outer,inner_speed
25.08.2023,5,0.634829167,0.678798611,0.672961111,0.683145833,0.670652778,0.701583333,0.711505556,0.659541667,0.67869805,0.676627257
26.08.2023,6,0.9238,0.975379167,0.969166667,0.970925,0.9596875,0.959191667,0.950858333,0.9596875,0.961228812,0.958586979
27.08.2023,7,0.931075,0.9146125,0.986666667,1,0.9691,0.975820833,0.975820833,0.979020833,0.974343262,0.966514583
28.08.2023,1,0.810489752,0.839158722,0.858035138,0.880557589,0.857166902,0.891822076,0.888373946,0.860565533,0.844078024,0.860771207
29.08.2023,2,0.819621676,0.847866049,0.85470359,0.895645688,0.840797981,0.886210116,0.892102054,0.867352969,0.846713496,0.863037515
30.08.2023,3,0.795276037,0.784407445,0.801172302,0.830751274,0.809525211,0.868852765,0.836457197,0.828295335,0.808543146,0.819342196
31.08.2023,4,0.752269387,0.812631034,0.830848674,0.853579708,0.775527089,0.809514457,0.847761337,0.798983523,0.799222179,0.810139401
01.09.2023,5,0.877529167,0.8974,0.918054167,0.967795833,0.980691667,0.9617625,0.960420833,0.980691667,0.942429699,0.943043229
02.09.2023,6,0.933008333,0.93215,0.8779125,0.969708333,0.947325,0.989245833,0.975804167,0.947325,0.945167198,0.946559896
03.09.2023,7,0.920608333,0.9277,0.921458333,0.990079167,0.969075,0.9725375,0.9725375,0.969075,0.96721844,0.955383854
04.09.2023,1,0.874416667,0.945566667,0.9523625,0.9256625,0.912729167,0.946954167,0.947891667,0.9117375,0.919773404,0.927165104
05.09.2023,2,0.881795833,0.911066667,0.90625,0.947258333,0.937058333,0.900908333,0.900908333,0.937058333,0.911042465,0.915288021
06.09.2023,3,0.8714,0.8969,0.889375,0.918604167,0.917154167,0.941295833,0.941295833,0.910495833,0.90881445,0.910815104
07.09.2023,4,0.893166667,0.9028375,0.910975,0.950604167,0.877170833,0.9504375,0.953125,0.877170833,0.903847961,0.914435938
08.09.2023,5,0.883320833,0.926879167,0.8795125,0.963729167,0.939316667,0.963195833,0.963195833,0.939316667,0.907833156,0.932308333
09.09.2023,6,0.9025125,0.983366667,0.925833333,0.982558333,0.93165,0.961645833,0.961645833,0.93165,0.942400532,0.947607812
10.09.2023,7,0.961454167,0.936508333,0.9861125,0.981358333,0.9654375,1,1,0.9654375,0.968520479,0.974538542
11.09.2023,1,0.901966667,0.936925,0.918541667,0.948020833,0.893220833,0.9472625,0.9472625,0.893220833,0.907761525,0.923302604
12.09.2023,2,0.880870833,0.9571,0.87035,0.943895833,0.889125,0.918829167,0.918408333,0.890395833,0.901217642,0.908621875
13.09.2023,3,0.885625,0.859195833,0.891,0.9083125,0.7819125,0.929179167,0.930566667,0.780641667,0.867574025,0.870804167
14.09.2023,4,0.895654167,0.934041667,0.874133333,0.9459875,0.828554167,0.961679167,0.961679167,0.8267,0.89391445,0.903553646
15.09.2023,5,0.84615,0.9227625,0.867708333,0.953625,0.873991667,0.935820833,0.935820833,0.872975,0.89504211,0.901106771
16.09.2023,6,0.913029167,0.942933333,0.923683333,0.966475,0.915095833,1,1,0.914891667,0.944786791,0.947013542
17.09.2023,7,0.894725,0.931079167,0.955416667,0.9920625,0.919516667,0.970608333,0.970608333,0.9185,0.954928635,0.944064583
18.09.2023,1,0.8406875,0.8717125,0.883654167,0.965483333,0.899391667,0.9684625,0.978183333,0.899391667,0.900546011,0.913370833
19.09.2023,2,0.879425,0.8615,0.892570833,0.9429875,0.831891667,0.934858333,0.929795833,0.831891667,0.889543351,0.888115104
20.09.2023,3,0.844266667,0.8240375,0.866258333,0.905933333,0.768670833,0.938341667,0.945783333,0.768670833,0.840464894,0.857745312
